,nr_inst,nr_class,nr_attr,nr_num,nr_cat,cat_to_num,attr_to_inst,freq_class.median,freq_class.sd,freq_class.min,freq_class.max,class_ent,kurtosis.median,kurtosis.max,kurtosis.min,kurtosis.sd,skewness.median,skewness.max,skewness.min,skewness.sd,leaves,nodes,pca.median,pca.kurtosis,pca.skewness,cat_values.min,cat_values.max,cat_values.median,cat_values.sd,cat_values.total,missing_attr.total,missing_attr.perc,missing_inst.total,missing_inst.perc,missing_values.total,missing_values.perc,log_nr_inst,log_nr_attr,log_attr_to_inst,inv_attr_to_inst,log_inv_attr_to_inst
mushroom,0.06266047037075075,0.0,0.0694980694980695,0.0694980694980695,0.0,0.0,0.001441628125341987,1.0,0.03424343175321664,0.9678778533858976,0.5266800936366074,0.12430634926799854,0.009438851000553678,0.0007601740517866798,0.09070531962318622,0.0013324741455564974,0.6432002253611695,0.010509316520556006,0.5689721239213288,0.05492541462175408,0.001293813220418725,0.001293813220418725,0.10041996924103952,0.12037902857573268,0.30638636422665366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6985461118651739,0.4353527360060946,0.3023156715867263,0.06025067936040354,0.6976843284132738
parkinsons,0.001360788743966314,0.0,0.07335907335907337,0.07335907335907337,0.0,0.0,0.06883611597088186,1.0,0.5799415488686891,0.45598367972085657,0.7941282083288163,0.08937464040328177,0.01783135158904395,0.00021993840388663842,0.17510955789694987,0.0005143838832834614,0.7212716855853101,0.013650347243771357,0.8582888213675569,0.03009325792059899,0.0009409550693954364,0.0009409550693954364,0.0167081396508419,0.30568592469734596,0.5580909479703424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28928760422416705,0.4457605218411852,0.7120069515569821,0.0012505355497503517,0.28799304844301793
waveform-noise,0.03814059772003697,0.01020408163265306,0.14285714285714285,0.14285714285714285,0.0,0.0,0.004703347063713876,0.668691350938742,0.014416259516353473,0.6457522820575361,0.344462911785837,0.21532899483704585,0.007400041699713694,2.584893934883742e-05,0.19219893030822993,2.092841587344177e-05,0.657695020049516,0.0016572941002947511,0.8693609785326977,0.0022310837531229525,0.03387438249823571,0.03387438249823571,0.07113612765594199,0.9674466764997508,0.87127572920092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6446032349112711,0.57951283003023,0.4250333127672908,0.019211036803745585,0.5749666872327094
heart-hungarian,0.0022979357091506623,0.0,0.03474903474903475,0.03474903474903475,0.0,0.0,0.022827809827555598,1.0,0.3364401339266894,0.6844011094054511,0.6747875079268705,0.11306218054442974,0.014367573384126295,0.0001973160809614399,0.1322534734997122,0.0004420947945688404,0.6714979703155186,0.014738499975526126,0.837303143547133,0.03787724301170728,0.0037638202775817455,0.0037638202775817455,0.015985057802140365,0.28751349629539014,0.49474382263009065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34317713268578465,0.31015154698502456,0.5934573400596647,0.003946564524324291,0.4065426599403354
heart-va,0.0013479511143062546,0.030612244897959183,0.03474903474903475,0.03474903474903475,0.0,0.0,0.03783761603804102,0.40347222962703705,0.14330079816157762,0.10593722780662283,0.29252510571370416,0.3055932521574374,0.0040772025289538254,0.00031600574743484476,0.08255877379763533,0.0006192658642922354,0.6491870922235895,0.006733204282962689,0.6708176399091993,0.0396136319964141,0.006469066102093625,0.006469066102093625,0.01198008576475044,0.2885756507788193,0.47254103991926777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2883282368292748,0.31015154698502456,0.6476929545933262,0.002348190463651904,0.3523070454066737
audiology-std,0.0016945671151278629,0.16326530612244897,0.21621621621621623,0.21621621621621623,0.0,0.0,0.15043156687383716,0.03703375785362986,0.10844675610513115,0.014001777773438636,0.24112219998281811,0.48101956248466915,0.06214510215680308,0.0017309142995857686,0.08281738539766452,0.004456856645697692,0.8197553762785456,0.04210236139428698,0.7316850275892748,0.10709422620466587,0.004234297812279464,0.004234297812279464,0.014862101459699574,0.2622283653178653,0.37638749341882516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31165788392596616,0.6664661353041788,0.7961027085897838,0.0005224709399292307,0.20389729141021615
haberman-survival,0.0022594228201704837,0.0,0.0,0.0,0.0,0.0,0.0057309504731217625,1.0,0.5099907048786848,0.5216013614343116,0.7598451195384396,0.097682668260477,0.0054959213352851624,0.00018148548536950964,0.16148828201616014,0.0006884152468233207,0.6679551154450384,0.011687545585202186,0.8859599595505873,0.03894896637685481,0.006233827334744766,0.006233827334744766,0.015482228619711269,0.08982707253896893,0.1564939156690319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3414161105565903,0.0,0.4459363682951608,0.015804772082555922,0.5540636317048392
energy-y1,0.005956660162267639,0.01020408163265306,0.019305019305019305,0.019305019305019305,0.0,0.0,0.005961259189482829,0.6930590582021317,0.2244092034015416,0.3557466811470663,0.48332346401993664,0.19959717809998695,0.0029895255945103266,2.3142851654302893e-05,0.08371175969500055,5.348600611844421e-05,0.6567806738333367,0.002463308953185988,0.8718537968021792,0.00569198706592516,0.0051752528816749,0.0051752528816749,0.0328290267782186,0.1767607205754118,0.4315558661143057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44399283777170534,0.21943803472157702,0.4501124593179216,0.015199981897436638,0.5498875406820785
page-blocks,0.04233850261887645,0.030612244897959183,0.02702702702702703,0.02702702702702703,0.0,0.0,0.0009878169999942518,0.04138989030615117,0.5860640954389007,0.010604376826185886,0.9218582917260687,0.07024635806962891,0.4555595849438444,0.040543278697758124,0.32054216777212724,0.08800765769304705,0.9930695815804619,0.1997338097272131,0.8423225619812148,0.38873791531364166,0.011291460832745237,0.011291460832745237,0.08573000844506729,0.17475568319855966,0.3602497018990173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6559440118574144,0.2693612830452056,0.26455703692143495,0.08559755944532102,0.735442963078565
conn-bench-sonar-mines-rocks,0.0014763274109068501,0.0,0.22007722007722008,0.22007722007722008,0.0,0.0,0.17413958511313024,1.0,0.09536411554642073,0.9105433706682028,0.5566355095615538,0.1235236640239378,0.008717498202201156,0.0003804549567783279,0.1567259006277666,0.00044818226798520216,0.6893503330371726,0.01571337476535824,0.8475000780797308,0.02333855780434675,0.001293813220418725,0.001293813220418725,0.015484063321975088,0.3514952587264727,0.5609676121602691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2975615192853783,0.6702263422936774,0.811851080014228,0.0004387814506324584,0.18814891998577205
semeion,0.011874807435555098,0.08163265306122448,0.9768339768339769,0.9768339768339769,0.0,0.0,0.09791068298334149,0.20203401543186933,0.009818471178382466,0.17982812186199446,0.09818839636872241,0.4850767339300242,0.002397381171654858,0.0002509722266042234,0.0838645109971323,0.00015349321100574328,0.6873513578400807,0.01654726337041218,0.8534365422006553,0.014388676335441063,0.01999529522465302,0.01999529522465302,0.04005666707020197,0.5473263750780303,0.6578498619477126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5181916313347914,0.9948169021841383,0.7498990623578939,0.0008520772434321638,0.25010093764210606
hepatitis,0.0010911985211050632,0.0,0.06177606177606178,0.06177606177606178,0.0,0.0,0.0728788541466693,1.0,0.6535658129375037,0.3869202148896873,0.8302116698369345,0.07914252971617236,0.009185764220266065,0.0001666265304389985,0.08225429274023897,0.00032504750491939397,0.6422257951408222,0.011170018576895892,0.7687835711500519,0.03811965235195092,0.001058574453069866,0.001058574453069866,0.010532166209180212,0.36733358445313746,0.5358391433244447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26711822401650787,0.41296135913142845,0.7181436545713393,0.0011761252740692366,0.28185634542866067
contrac,0.011374139878812776,0.01020408163265306,0.023166023166023165,0.023166023166023165,0.0,0.0,0.003503160790123875,0.6758923427527013,0.1612590853496358,0.4472681331409512,0.44442384403117197,0.2074886332865721,0.006171398820389622,0.00015065503556560924,0.13940995012287408,0.0003160161282300825,0.6361565631869176,0.01300761196437133,0.7966529952417801,0.037986901188341526,0.04881204422488826,0.04881204422488826,0.037468460093966954,0.15298047355037506,0.3310436220131136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5135421978379929,0.24578928575595996,0.3940224492644296,0.02565421224021279,0.6059775507355704
led-display,0.007522850980794906,0.08163265306122448,0.015444015444015444,0.015444015444015444,0.0,0.0,0.004116573886527334,0.19885892746220105,0.018118700164338752,0.1580066869963389,0.10693576059581476,0.4840213618764165,0.0019051038689665224,3.6780792407411094e-05,0.1000401848495065,9.013443906355659e-05,0.6299566372923812,0.002215515055900461,0.8058395444580773,0.015688739915878755,0.008115737473535639,0.008115737473535639,0.02928915484591416,0.13556938162609913,0.3084645438955838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4690261092014777,0.1895634502501345,0.41098176807960807,0.02190204456110541,0.589018231920392
breast-cancer-wisc-diag,0.004351956454760193,0.0,0.10424710424710425,0.10424710424710425,0.0,0.0,0.030787192422192047,1.0,0.2796464573057667,0.7376765986485485,0.6469527538795353,0.11661616322379607,0.016524985160175282,0.0007496603626278946,0.2050599950468998,0.001002827485400046,0.7081194016532483,0.020642959460742863,0.8959838637329068,0.02523543691663978,0.0016466713714420136,0.0016466713714420136,0.03249445782747033,0.20468874714986618,0.42282287832590226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41049314201340376,0.5151505688011655,0.6255510266304073,0.002905461419940385,0.37444897336959276
vertebral-column-3clases,0.0023236109684707817,0.01020408163265306,0.011583011583011582,0.011583011583011582,0.0,0.0,0.011246348100081445,0.65399222940141,0.18763471117035205,0.42311429291202274,0.4684196449786082,0.20480314789627144,0.00858540950064874,3.765445915930758e-05,0.20613722623345174,4.713556635409622e-05,0.6739263941007136,0.004560449319562101,0.8590253434068924,0.0117795267385652,0.0028228652081863093,0.0028228652081863093,0.016320648003771712,0.1194676618352901,0.2934173084283631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3443355212164573,0.15507577349251225,0.517680752106531,0.008072097572816532,0.48231924789346897
ilpd-indian-liver,0.0044033069734004315,0.0,0.023166023166023165,0.023166023166023165,0.0,0.0,0.009065786941163135,1.0,0.4587406634187223,0.5696766360612369,0.734727309716335,0.10296796605712252,0.03646192660132301,0.0008197796019490883,0.18917559725638952,0.0021425966620729144,0.7688044563236669,0.024941087839804987,0.8722367836490593,0.06628264087434708,0.007527640555163491,0.007527640555163491,0.02669618784202689,0.09990346083963396,0.26606052973570304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41174114988653043,0.24578928575595996,0.49468523033959355,0.010016066024985653,0.5053147696604066
monks-1,0.001039848002464825,0.0,0.011583011583011582,0.011583011583011582,0.0,0.0,0.023986705433087306,1.0,0.10783254193119021,0.8988472997960505,0.5627462977828732,0.12327295693704635,0.001899130347546595,5.730208135500994e-06,0.08217743636123563,2.1751357923445787e-05,0.6539874382647819,0.0010847257233581042,0.866966364204745,0.002863166393012489,0.002234768289814161,0.002234768289814161,0.006617554938586266,0.13967395532198612,0.22563282365665402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262331189637652,0.15507577349251225,0.598768169604121,0.00375216767910738,0.4012318303958789
image-segmentation,0.001951319708329054,0.05102040816326531,0.05791505791505792,0.05791505791505792,0.0,0.0,0.040089720829673395,0.2705890082548157,0.018396188377799536,0.2622875500094268,0.1636627182105698,0.40481152051878133,0.010000874745675655,0.0018258289721767062,0.14776929818207923,0.00363746166744485,0.7093616656616931,0.04250590787312802,0.8406550858328425,0.08272728894891182,0.0017642907551164433,0.0017642907551164433,0.018513544618672672,0.20250503858239055,0.43988660421044967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3261977827640701,0.4008650592484721,0.6539032641024758,0.0022113926836844484,0.3460967358975243
pittsburg-bridges-TYPE,0.000680394371983157,0.04081632653061224,0.015444015444015444,0.015444015444015444,0.0,0.0,0.04089483048052156,0.2413135931767121,0.1826191231233693,0.16369359448010812,0.4156546381050423,0.331524759394329,0.005338811263367603,5.8817259756334724e-05,0.14925185312607764,0.00012884319836687041,0.645562868328364,0.0022202590157719237,0.8070992608712911,0.018864074109681824,0.003293342742884027,0.003293342742884027,0.00813422222171858,0.14285747248333425,0.2952112861851655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22119757672687576,0.1895634502501345,0.656039258259518,0.002166136275274161,0.34396074174048197
thyroid,0.038320324535277804,0.01020408163265306,0.0694980694980695,0.0694980694980695,0.0,0.0,0.0024135090160541123,0.09677645658807835,0.7745288148311341,0.04516439606614525,0.955336327701072,0.03824391854780478,0.10985826619224426,0.03835498967236027,0.14490006347211204,0.058579611460520806,0.8501709469231361,0.19633362066784163,0.8718049380470182,0.2741705523925622,0.0009409550693954364,0.0009409550693954364,0.07389107824141236,0.3824201476121851,0.5497896479447023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6451137599352683,0.4353527360060946,0.3551505809799547,0.036849001993339084,0.6448494190200453
nursery,0.10005648557050426,0.030612244897959183,0.019305019305019305,0.019305019305019305,0.0,0.0,0.0002736704406181209,0.6239757235929317,0.25836729454802165,0.0002247851267087449,0.3364057174309552,0.23599046168890872,0.0021105647111092146,6.27787772938986e-06,0.08399178371857802,1.544799931627039e-05,0.6568465032874086,0.000671971808893825,0.8638808621053381,0.002434369667558684,0.021053869677722888,0.021053869677722888,0.11859132506049859,0.12048434816347343,0.1589992351364791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7494392915573082,0.21943803472157702,0.14808129042204518,0.2526881278040974,0.8519187095779548
wine-quality-red,0.012170072917736469,0.04081632653061224,0.03088803088803089,0.03088803088803089,0.0,0.0,0.004017194818621516,0.15282664336088012,0.29479705112478516,0.0101752124879529,0.4289898439452045,0.23383114946888822,0.01315401358048373,0.0005439707704456529,0.17578259203215876,0.0012323300305852665,0.6955160527161689,0.020814734004845188,0.882825949415427,0.04292236048937836,0.029875323453305104,0.029875323453305104,0.04067501846563875,0.1376044195646324,0.28986892943600484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5208433371615713,0.2906847483486728,0.4084091583509136,0.022433900864902327,0.5915908416490865
breast-cancer,0.002220909931190305,0.0,0.023166023166023165,0.023166023166023165,0.0,0.0,0.017667558584630948,1.0,0.39472409956826815,0.6297276078679256,0.703352615956145,0.10867929031702386,0.005480959632455396,9.77545907131862e-05,0.08391130184971295,0.0002226491383902146,0.6574835496873891,0.00958575879313048,0.7959256802920962,0.029114861937542078,0.006469066102093625,0.006469066102093625,0.015409288861702156,0.1303174233291944,0.2734598795759981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33962613882515696,0.24578928575595996,0.5659939026645114,0.005120145478781944,0.4340060973354886
letter,0.1531914347334908,0.24489795918367346,0.05019305019305019,0.05019305019305019,0.0,0.0,0.00038601768657727393,0.07168286030168755,0.0016139777327755537,0.07108330656096513,0.02920757095260944,0.6998005718039843,0.010848296701332721,4.8251966801932236e-05,0.2143229814314027,5.662143047003822e-05,0.6673918183087546,0.004641481651935555,0.8666826218609968,0.01048273088565953,0.19560103505057633,0.19560103505057633,0.1545139677546563,0.20830649921800448,0.4002673428556722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7957815639112896,0.37451380821408925,0.17688833607894108,0.193348490801635,0.8231116639210591
pittsburg-bridges-REL-L,0.0007189072609633358,0.01020408163265306,0.015444015444015444,0.015444015444015444,0.0,0.0,0.038973546086452086,0.7484789662958921,0.28794586537885064,0.24978396128859956,0.5098972780845487,0.1875037587749543,0.005489575896692392,5.4869714006499175e-05,0.15465970190701567,0.0001113617972885135,0.6388764612988467,0.0018413715028985317,0.8170608805463965,0.015345101610190816,0.00258762644083745,0.00258762644083745,0.007594610188617112,0.12092794244755821,0.1958775846303577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22642518033787745,0.1895634502501345,0.6508701059921181,0.002277220186826682,0.3491298940078819
monks-2,0.0016817294854678032,0.0,0.011583011583011582,0.011583011583011582,0.0,0.0,0.015325095591583321,1.0,0.2378177821845935,0.7769141914096108,0.626452440920471,0.11879526627570387,0.002101771385300267,5.221622819660418e-06,0.0848962933632624,2.1567220155773053e-05,0.6567776549146228,0.0012015851383596699,0.87173439235826,0.0024881502738038383,0.006351446718419196,0.006351446718419196,0.008136465896094949,0.08710484369328833,0.15753049171305822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3108773250641702,0.15507577349251225,0.550764842518384,0.0059121326259619555,0.449235157481616
balloons,0.0,0.0,0.003861003861003861,0.003861003861003861,0.0,0.0,0.17849538898911585,1.0,0.0,1.0,0.5098972780845487,0.1244220515992712,0.00013155015757768302,7.436803089336123e-06,0.06432267997492523,3.6904810006887604e-05,0.6399608118817801,0.0006392062282728637,0.8397948322431156,0.008536323918782864,0.0002352387673488591,0.0002352387673488591,0.00018203387037989704,0.11161762216656383,0.13110051769817624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06436226122906469,0.8145097334254422,0.0004258216609513309,0.1854902665745578
spectf,0.0006547191126630379,0.0,0.1583011583011583,0.1583011583011583,0.0,0.0,0.2662759111678765,1.0,0.018073657398331406,0.9830459409739198,0.5187552264895767,0.12438982422049041,0.020706750675502195,0.0003907175026701178,0.17863394967195126,0.0005542266931028311,0.5886335177684423,0.00026464364646885496,0.6794774794085646,0.023959855267805728,0.0007057163020465773,0.0007057163020465773,0.0,0.3411756715178778,0.5631280645827549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21756765743382794,0.6008362953336973,0.8575561286371142,0.0002549880697001052,0.14244387136288583
balance-scale,0.004852624011502516,0.01020408163265306,0.003861003861003861,0.003861003861003861,0.0,0.0,0.0036087349216939965,0.9061683457538391,0.3169195926613754,0.18111133235358548,0.4638635456971768,0.17854567757265202,0.0027387167794464527,6.856262301536639e-06,0.1360139177147604,2.443439065319109e-07,0.656193465115047,0.000686809138707782,0.8774968596916464,0.0,0.011409080216419665,0.011409080216419665,0.02403547557775667,0.11396101642507477,0.2610116971963687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4220910310650856,0.06436226122906469,0.3971382239086328,0.02491982415828223,0.6028617760913673
teaching,0.001065523261784944,0.01020408163265306,0.007722007722007722,0.007722007722007722,0.0,0.0,0.019532480503971023,0.6572680624140279,0.009567762701781928,0.6592425521780773,0.3433486282283878,0.2153636947426653,0.006519892241083009,6.499453449281563e-05,0.14526158089625635,0.00015626319266897977,0.6560354012543366,0.0040169790741649645,0.7833139733712914,0.032881172106471866,0.004469536579628322,0.004469536579628322,0.00922994999970158,0.09851288950588473,0.2843454646955806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26475101133174317,0.11428550955269333,0.5767448439905027,0.004624793517636628,0.42325515600949726
spambase,0.0348926774160419,0.0,0.2084942084942085,0.2084942084942085,0.0,0.0,0.007375892038620647,1.0,0.22531703051210536,0.7886405501632697,0.620325765958096,0.1193756725484975,0.37639850017618537,0.01642138517725998,0.852458386587306,0.023203728896101214,1.0,0.11063546503604473,0.9547244625973216,0.15642921997994794,0.02317101858386262,0.02317101858386262,0.07001666907753921,1.0,0.8571992906010572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6349392148892863,0.6587506448873881,0.47272295310418017,0.012303355221339029,0.5272770468958199
annealing,0.00798500564855705,0.030612244897959183,0.10810810810810811,0.10810810810810811,0.0,0.0,0.017482753014587814,0.15361176507207966,0.48199873602170074,0.01876505485737894,0.7902861090311788,0.15104599438762495,0.03491673530636444,0.003989849776630545,0.08374679274344383,0.0073039386355087344,0.6842429283255288,0.03671751875249716,0.1382691437709515,0.15123333498709013,0.004116678428605034,0.004116678428605034,0.03324399492649962,0.25584967734913105,0.39914336635301373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4754331038497144,0.5224865391110353,0.5648676572117408,0.005174957492487072,0.4351323427882593
